index,movieName,databaseId,movielensId,imdbId
617,Ed (1996),86827,619,0116165
618,Bride of Chucky (1998),86831,-1,-1
619,Smurfs: The Lost Village (2017),86837,170627,2398241
620,Finding Kind (2011),86838,-1,-1
621,Death Proof (2007),86841,53519,1028528
622,Ninja Over the Great Wall (1987),86844,-1,-1
623,Ruz (2009),86879,-1,-1
624,Spies (1943),86889,-1,-1
625,And Then There Were None (1974),86912,-1,-1
626,A River Runs Through It (1992),86923,3100,0105265
627,W (2014),86927,-1,-1
628,The Inn of the Sixth Happiness (1958),86934,6630,0051776
629,The Duff (2015),86940,-1,-1
630,Rudolph and Frosty's Christmas in July,86986,149574,0079828
631,Incarnate (2016),86987,168352,3216348
632,Legion (2010),86995,73929,1038686
633,Love at Sea (1965),87017,-1,-1
634,G.I. Jane (1997),87033,1586,0119173
635,It Came from Outer Space (1953),87048,2661,0045920
636,Tom and Jerry: The Fast and the Furry,87060,137389,0487176
637,Pets,87064,121707,0071992
638,Casino Royale,87081,5796,0061452
639,The Walking Dead (1936),87084,8220,0028478
640,Changeling (2008),87090,63062,0824747
641,King Kong (1933),87092,2366,0024216
642,Hollywood Homicide (2003),87094,6484,0329717
643,God's Not Dead 2 (2016),87114,162660,4824308
644,Pocahontas (1995),87115,48,0114148
645,Black Mask 2: City of Masks (2002),87132,-1,-1
646,Underworld: Awakening (2012),87156,91974,1496025
647,The Last Man on Earth (1964),87161,-1,-1
648,Beethoven's 4th (2001),87178,-1,-1
649,Whisper of the Heart,87187,-1,-1
650,The Sitter (2011),87193,91323,1366344
651,Sing! (2001),87208,-1,-1
652,Hotel Transylvania (2012),87223,97225,0837562
653,Weekend (2011),87231,91199,1714210
654,The Toxic Avenger (1984),87249,-1,-1
655,The Gnome-Mobile (1967),87270,2047,0061715
656,Lilo & Stitch,87294,5444,0275847
657,Z movie,87296,-1,-1
658,Spartan (2004),87385,7348,0360009
659,Magnolia (1999),87411,3160,0175880
660,Journey 2: The Mysterious Island (2012),87413,92681,1397514
661,3 Days to Kill (2014),87451,109569,2172934
662,Delivery Man,87457,106540,2387559
663,Silent Hill: Revelation (2012),87473,-1,-1
664,Rocky (1981),87476,-1,-1
665,The Last Emperor (1987),87488,1960,0093389
666,Dr. Strangelove (1964),87490,-1,-1
667,The Great Mouse Detective,87521,2048,0091149
668,Wilson (2017),87532,168714,1781058
669,The Night of the Iguana (1964),87541,7944,0058404
670,The Temptress (1926),87608,88595,0017449
671,The Train (2011),87612,-1,-1
672,Brother Bear,87655,6889,0328880
673,The Time Traveler's Wife (2009),87664,70599,0452694
674,The Man in the Iron Mask (1998),87672,1801,0120744
675,Broken Flowers (2005),87674,34437,0412019
676,Blue Chips (1994),87689,424,0109305
677,Death Racers (2008),87741,116758,1261046
678,Ocean's Thirteen (2007),87745,53322,0496806
679,Lucas (1986),87787,3480,0091445
680,Sunshine Cleaning (2008),87826,67267,0862846
681,Miracles from Heaven (2016),87864,155583,4257926
682,The Devil's Rejects (2005),87867,34323,0395584
683,Raw (2016),87886,-1,-1
684,Mixed Nuts (1994),87891,275,0110538
685,The Chef (2012),87910,-1,-1
686,Carriers (2009),87927,73168,0806203
687,Why Did I Get Married%3F (2007),87947,-1,-1
688,One Fine Day (1996),87954,605,0117247
689,I Kill Giants,87999,185033,4547194
690,National Lampoon's Pledge This!,88002,-1,-1
691,Just My Luck (2006),88006,43930,0397078
692,Tangled (2001),88029,138616,0238137
693,Knights of the Round Table (1953),88051,6520,0045966
694,Robbery (2015),88102,160233,4840096
695,Insidious: Chapter 2 (2013),88113,104908,2226417
696,Saving Private Ryan (1998),88141,2028,0120815
697,The Hours (2002),88142,5992,0274558
698,The Warlords (2007),88150,-1,-1
699,It's Kind of a Funny Story (2010),88172,80693,0804497
700,The Harvey Girls (1946),88234,5375,0038589
701,Dutch (1991),88257,26726,0101786
702,True Romance (1993),88267,555,0108399
703,A Nightmare on Elm Street 5: The Dream Child (1989),88275,1972,0097981
704,Dawn of the Dead (1978),88292,7387,0077402
705,Bull Durham,88309,3361,0094812
706,Scary Movie,88393,3785,0175142
707,Seven Samurai (1954),88410,-1,-1
708,Brewster's Millions (1985),88412,4010,0088850
709,18 Again! (1988),88444,4462,0094593
710,The Baby-Sitters Club (1995),88451,343,0112435
711,Orphan (2009),88463,70159,1148204
712,Tango & Cash (1989),88467,4673,0098439
713,The Phantom of the Opera (1925),88469,25755,0016220
714,Underworld: Blood Wars (2017),88484,-1,-1
715,Starman (1984),88486,3699,0088172
716,Juno (2007),88487,56367,0467406
717,Night of the Comet (1984),88501,2613,0087799
718,Snakes on a Plane (2006),88526,46965,0417148
719,Black (2015),88597,161326,4008758
720,Bride Wars (2009),88624,65585,0901476
721,Restrepo (2010),88628,81158,1559549
722,Paranormal Activity,88653,71379,1179904
723,9 to 5 (1980),88655,-1,-1
724,Jeepers Creepers 2 (2003),88658,6695,0301470
725,Sideways (2004),88661,8949,0375063
726,The Call (2013),88676,101360,1911644
727,Rookie of the Year (1993),88700,5102,0107985
728,Eclipse (1994),88703,-1,-1
729,Dior and I (2014),88725,132614,3539664
730,Jingle All the Way (1996),88747,1359,0116705
731,The Ring (2002),88751,5679,0298130
732,Checking Out (2005),88774,-1,-1
733,Way of the Dragon (1972),88826,-1,-1
734,Godzilla vs. Hedorah (1971),88833,-1,-1
735,Love Bite (2012),88849,-1,-1
736,Gamer (2009),88936,71254,1034032
737,High Fidelity (2000),88957,3481,0146882
738,The Naked Gun,88960,128025,0049539
739,First Kid (1996),89005,881,0116311
740,The Queen of Versailles (2012),89034,96150,2125666
741,Balls of Fury (2007),89085,54732,0424823
742,Les Misérables (1948),89109,145638,0039629
743,Goldfinger (1964),89114,2947,0058150
744,"Oh, God! Book II (1980)",89128,5213,0081268
745,K-9 (1989),89158,4613,0097637
746,The Machinists (2010),89167,-1,-1
747,Despicable Me 2 (2013),89173,103335,1690953
748,Pirate's Passage (2015),89174,152137,3387444
749,Paul Blart: Mall Cop 2 (2015),89176,132157,3450650
750,See No Evil 2 (2014),89211,136626,3106120
751,Jaws,89213,1387,0073195
752,Meet the Parents (2004),89235,-1,-1
753,Platoon (1986),89306,1090,0091763
754,Ghost (1990),89307,587,0099653
755,Prom,89313,89194,1604171
756,The Pirate Movie (1982),89352,6116,0084504
757,Nine Lives (2016),89408,157224,4383594
758,Rebecca (1963),89429,-1,-1
759,Anne of Green Gables (1985),89486,26528,0088727
760,The Chronicles of Narnia,89501,-1,-1
761,The Ugly Truth (2009),89602,70183,1142988
762,Alice in Wondertown (1991),89631,-1,-1
763,Underworld: Evolution (2006),89659,42738,0401855
764,World War Z,89668,103249,0816711
765,Football (1982),89669,-1,-1
766,Marry Me (1925),89696,-1,-1
767,Sudden Impact (1983),89697,4957,0086383
768,Pitch Perfect 2 (2015),89725,133419,2848292
769,The Number 23 (2007),89770,51086,0481369
770,Logan's Run (1976),89780,2528,0074812
771,Night Monster (1942),89786,132944,0035124
772,The Puppetmaster (1993),89792,26822,0107157
773,High Anxiety (1977),89811,26386,0076141
774,Artifact (2012),89815,128684,2370718
775,The Fountain (2006),89838,48043,0414993
776,Ride Along (2014),89839,108156,1408253
777,August: Osage County (2013),89884,106841,1322269
778,Coronado (2003),89902,33919,0337945
779,"The Long, Long Trailer (1954)",89907,-1,-1
780,Status Update,89921,186331,5692390
781,The Lovers (1994),89930,125337,0110340
782,A Night at the Roxbury (1998),89954,2296,0120770
783,S.W.A.T.: Firefight (2011),89960,115565,1621429
784,Pippi Longstocking (1949),89965,-1,-1
785,Teen Witch (1989),89967,35636,0098453
786,Crooklyn (1994),89973,352,0109504
787,The Blue Lagoon (1980),89987,2950,0080453
788,Birdemic: Shock and Terror (2008),90010,-1,-1
789,The Texas Chainsaw Massacre: The Beginning (2006),90026,48518,0420294
790,Man with a Movie Camera (1929),90034,-1,-1
791,Ghost Ship (2002),90076,5784,0288477
792,The Perfect Storm (2000),90114,3755,0177971
793,Doctor Strange (2016),90120,122922,1211837
794,My Dog Skip (2000),90141,-1,-1
795,Why Me%3F (2015),90165,-1,-1
796,Chicken Run (2000),90181,3751,0120630
797,Piranha (1978),90203,3024,0078087
798,She-Devil (1989),90239,3392,0098309
799,Jurassic World (2015),90248,117529,0369610
800,The Waterboy (1998),90253,2335,0120484
801,That Thing You Do!,90272,1042,0117887
802,Along Came a Spider (2001),90332,4238,0164334
803,Meet the Parents (2010),90361,-1,-1
804,Cold Prey (2006),90370,-1,-1
805,Fist of Legend (1994),90371,-1,-1
806,Shark Tale,90382,8907,0307453
807,My Baby's Daddy (2004),90397,7170,0332712
808,ZomBees (2008),90413,-1,-1
809,Memento Mori (1999),90418,-1,-1
810,Major League (1989),90472,4623,0097815
811,Our Idiot Brother (2011),90483,88672,1637706
812,Aliens (1986),90486,1200,0090605
813,The Lost Boys (1987),90552,4128,0093437
814,Princess (2006),90582,73390,0419073
815,Father of the Bride Part II (1995),90583,5,0113041
816,Robin Hood: Men in Tights (1993),90591,520,0107977
817,Seventh Son (2015),90603,-1,-1
818,His Girl Friday (1940),90633,951,0032599
819,Dark Shadows (2012),90675,94478,1077368
820,Eraserhead (1977),90691,3676,0074486
821,Down and Out in Beverly Hills (1986),90692,5548,0090966
822,She's All That (1999),90747,2485,0160862
823,Kung Fu Panda 3 (2016),90750,149406,2267968
824,This Is the End (2013),90766,102123,1245492
825,Jihad: A Story of the Others (2015),90768,-1,-1
826,Green Room (2015),90773,141866,4062536
827,The Odd Life of Timothy Green (2012),90862,96430,1462769
828,The Hitchhiker's Guide to the Galaxy,90883,33004,0371724
829,Paul (2011),90921,84772,1092026
830,Avatar (2009),90950,72998,0499549
831,Home Alone,90967,586,0099785
832,Classified: The Edward Snowden Story,90969,-1,-1
833,The Score (1978),90975,-1,-1
834,Varsity (1928),90979,-1,-1
835,Airport (1979),90998,-1,-1
836,Another Cinderella Story (2008),91015,91266,1071358
837,Exam (2009),91025,78349,1258197
838,Wildcat (1942),91026,-1,-1
839,Invaders from Mars (1986),91030,72777,0091276
840,The Little Hours,91050,167564,5666304
841,Shutterdulai (2016),91074,-1,-1
842,Teenage Cave Man (1958),91076,165029,0052279
843,Pop Star,91087,-1,-1
844,The Addams Family (1991),91089,2124,0101272
845,Jill Rips (2000),91095,-1,-1
846,Mr. Wonderful (1993),91106,499,0107613
847,Save the Last Dance (2001),91112,4054,0206275
848,Truth or Dare (2013),91140,-1,-1
849,The Hunger Games: Mockingjay – Part 2 (2015),91141,-1,-1
850,Sweet November (2001),91207,4155,0230838
851,Bewitched (2005),91227,33836,0374536
852,"Hieronymus Bosch, Touched by the Devil (2015)",91243,-1,-1
853,Gattaca (1997),91277,1653,0119177
854,The Banger Sisters (2002),91285,5610,0280460
855,Casper (1995),91293,158,0112642
856,Blended (2014),91313,111617,1086772
857,Cats Don't Dance (1997),91327,1489,0118829
858,Pulp Fiction (1994),91332,296,0110912
859,Stalker (1979),91359,1232,0079944
860,Seven Brides for Seven Brothers (1954),91366,6785,0047472
861,Don't Breathe (2016),91395,161634,4160708
862,1941 (1979),91457,7104,0078723
863,Marley & Me: The Puppy Years,91468,97390,1704614
864,Beverly Hills Cop (1984),91481,4085,0086960
865,The Pursuit of Happiness (1988),91494,-1,-1
866,Jane Austen in Manhattan (1980),91519,65078,0080945
867,Wreck-It Ralph (2012),91547,97913,1772341
868,Poltergeist (2015),91552,130448,1029360
869,Black Water (2007),91563,79863,0816436
870,An American Crime (2007),91572,-1,-1
871,Surf Ninjas (1993),91583,5598,0108258
872,Le Mans (1970),91589,-1,-1
873,Marshall,91604,177243,5301662
874,My Favorite Year (1982),91608,921,0084370
875,Free Willy,91611,455,0106965
876,Chariots of Fire (1981),91640,1957,0082158
877,Vampire's Kiss (1989),91649,4680,0098577
878,Swingers (2007),91665,-1,-1
879,Carlito's Way (1993),91677,431,0106519
880,Epic Movie (2007),91692,50798,0799949
881,Wonder of Women (1929),91737,-1,-1
882,Tightrope (1984),91760,6809,0088272
883,Thoranai (2009),91855,-1,-1
884,The Shack (2017),91882,169842,2872518
885,Legoman's Great Escape (2002),91886,-1,-1
886,Peggy Sue Got Married (1986),91916,2469,0091738
887,The Majestic (2001),91958,4994,0268995
888,Rescue Dawn (2006),91965,53550,0462504
889,The Changeling (1980),91974,4833,0080516
890,Superman (1987),92002,-1,-1
891,Princess Mononoke (1997),92018,-1,-1
892,Four Women of Egypt,92022,-1,-1
893,The Grandfather (1954),92090,-1,-1
894,Camp Nowhere (1994),92098,6625,0109369
895,Maze Runner: The Death Cure (2018),92106,183635,4500922
896,Gnomes,92117,193357,0343727
897,The Shameless (2015),92216,-1,-1
898,The Blue Lagoon (1949),92233,123545,0041190
899,Eve's Bayou (1997),92266,1660,0119080
900,Death Toll (2008),92288,-1,-1
901,A Place at the Table (2012),92330,103208,1736049
902,Cars (2006),92374,45517,0317219
903,Enchanted (2007),92390,56152,0461770
904,Drunken Master II (1994),92435,-1,-1
905,Death on the Nile (1978),92437,4212,0077413
906,Birdman of Alcatraz (1962),92441,7062,0055798
907,Sand Castles (2014),92480,139813,2233170
908,Stonehearst Asylum (2014),92501,116397,1772264
909,The Replacement Killers (1998),92534,1769,0120008
910,ThanksKilling (2008),92601,-1,-1
911,One of Us (1989),92607,143201,0097265
912,The Edge (1997),92643,1615,0119051
913,Hostiles (2017),92651,177497,5478478
914,Taxi Driver (1977),92667,-1,-1
915,Mozart and the Whale (2005),92704,41769,0392465
916,Wrong Cops (2013),92720,107447,2166616
917,E.T. the Extra-Terrestrial (1982),92826,1097,0083866
918,Out to Kill (2014),92836,-1,-1
919,I Am Legend (2007),92882,56174,0480249
920,Lóve (2011),92883,-1,-1
921,Still Alice (2014),92904,117881,3316960
922,Rachel Getting Married (2008),92911,62344,1084950
923,The Resident (2011),92914,86410,1334102
924,Only God Forgives (2013),92920,102684,1602613
925,The Gladiator,92937,3578,0172495
926,Budget Padmanabhan (2000),92964,-1,-1
927,Rio Bravo (1959),92980,4329,0053221
928,Serendipity (2001),92989,4823,0240890
929,Today's Special (2009),93005,91743,1153053
930,Chaos (2000),93008,-1,-1
931,Daddy's Home (2015),93013,149352,1528854
932,The Strangers in the House,93042,-1,-1
933,Don't Be Afraid of the Dark (2010),93044,89028,1270761
934,American Ninja (1985),93065,4565,0088708
935,The Hungover Games (2014),93073,121129,3138104
936,Kingsman: The Secret Service (2014),93083,-1,-1
937,The Santa Clause 2 (2002),93091,5804,0304669
938,National Lampoon's Vacation,93094,2795,0085995
939,H. G. Wells' The War of the Worlds (2005),93101,-1,-1
940,In This Corner of the World,93111,171013,4769824
941,The Magnificent Seven (2016),93115,162350,2404435
942,The Last Temptation of Christ (1988),93151,2022,0095497
943,Our House (2006),93165,-1,-1
944,So I Married an Axe Murderer (1993),93178,543,0108174
945,Cartel Land (2015),93204,139525,4126304
946,Pleasantville (1998),93215,2321,0120789
947,Road House (1989),93226,4654,0098206
948,Irreplaceable (2016),93235,162870,5078326
949,Super High Me (2007),93238,59143,1111833
950,Dirty Dancing: Havana Nights,93252,7320,0338096
951,Air Bud: World Pup (2000),93255,-1,-1
952,Killing Zoe (1994),93258,482,0110265
953,Night of the Demon (1957),93282,-1,-1
954,The Rocky Horror Picture Show (1975),93310,2657,0073629
955,The Darjeeling Limited (2007),93320,55269,0838221
956,Noah (2014),93362,110127,1959490
957,The Taking of Pelham One Two Three (1974),93383,3384,0072251
958,The Blob (1988),93402,4480,0094761
959,When in Rome (2002),93409,121190,0324532
960,CQ (2001),93476,5390,0254199
961,Dogville (2003),93480,7371,0276919
962,Equilibrium (2002),93489,5903,0238380
963,Tromeo and Juliet (1996),93492,26915,0114733
964,The Sound of Music (1965),93497,1035,0059742
965,Crimson Peak (2015),93509,128838,2554274
966,Moms' Night Out (2014),93515,-1,-1
967,Harry Potter,93521,-1,-1
968,Notorious (2009),93523,65810,0472198
969,Train Ride (2005),93542,-1,-1
970,Rebel Without a Cause (1955),93576,1103,0048545
971,The Blob (1958),93683,1334,0051418
972,Signs (2008),93706,126008,1377575
973,White Fang (1991),93714,5361,0103247
974,The Hobbit: The Desolation of Smaug (2013),93739,106489,1170358
975,Justice League: The Flashpoint Paradox,93769,103659,2820466
976,Waterboys (2001),93771,27544,0299213
977,Annie (1999),93797,175231,0207972
978,Stronger,93825,177239,3881784
979,Radio (2003),93839,6887,0316465
980,Blood Diamond (2006),93845,49530,0450259
981,The Kites Flying in the Sky (2008),93852,-1,-1
982,The Ruins (2008),93860,58975,0963794
983,Fantastic Beasts and Where to Find Them (2016),93931,135143,3183660
984,Awakenings (1990),93966,3105,0099077
985,Happy People: A Year in the Taiga (2010),93969,84156,1683876
986,The Candidate (2008),94027,-1,-1
987,Psycho (1960),94056,1219,0054215
988,Trolls (2016),94078,165141,1679335
989,Antz (1998),94147,2294,0120587
990,Into the Storm (2014),94180,114033,2106361
991,Prison Break: The Final Break,94189,69654,1131748
992,Bridget Jones: The Edge of Reason (2004),94195,8969,0317198
993,Ali G Indahouse (2002),94205,27478,0284837
994,Shakespeare in Love (1998),94219,2396,0138097
995,The Actors (2003),94243,173971,0307919
996,Meet the Blacks (2016),94265,161588,4191580
997,Harvey (1950),94269,3088,0042546
998,Dracula A.D. 1972 (1972),94286,26266,0068505
999,The Constant Gardener (2005),94298,36517,0387131
1000,Man on the Moon (1999),94309,3174,0125664
1001,New Year's Eve (2002),94317,-1,-1
1002,Lawless (2012),94320,96432,1212450
1003,The Twilight Saga,94329,-1,-1
1004,Hanna (2011),94349,86190,0993842
1005,Message in a Bottle (1999),94390,2497,0139462
1006,This Christmas (2007),94460,56158,0937375
1007,Bride Wars (2015),94474,-1,-1
1008,American Psycho (2000),94487,3535,0144084
1009,Grown Ups 2 (2013),94510,104218,2191701
1010,Bad Words (2013),94619,109895,2170299
1011,The Man Who Knew Too Little (1997),94651,1689,0120483
1012,The Gold Rush (1925),94659,3629,0015864
1013,Starke Zeiten (1988),94676,-1,-1
1014,Underworld (2003),94687,6754,0320691
1015,Police Academy 2: Their First Assignment (1985),94688,2379,0089822
1016,Everything You Always Wanted to Know About Sex* (1972),94695,-1,-1
1017,Maurice (1987),94710,3094,0093512
1018,The Perfect Guy (2015),94726,144714,3862750
1019,Dracula,94741,2644,0021814
1020,The Wolfman (2010),94750,74452,0780653
1021,Cloud Atlas (2012),94771,97752,1371111
1022,The Howling: Reborn (2011),94803,136212,1554092
1023,12th & Delaware,94808,79850,1548865
1024,Dulha Mil Gaya (2010),94816,-1,-1
1025,Treasure Island (1972),94849,134152,0069229
1026,Return of the Jedi (1983),94852,-1,-1
